model,country,category,sub_category,variant,T2I prompt,I2I prompt,base,edit_1,edit_2,edit_3,edit_4,edit_5
hidream,india,fashion,makeup,general,"Makeup in India, photorealistic.",Change the image to represent makeup in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_fashion_makeup_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_fashion_makeup_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_fashion_makeup_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_fashion_makeup_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_fashion_makeup_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_fashion_makeup_general_5.png
hidream,india,fashion,makeup,modern,"Modern makeup in India, photorealistic.",Change the image to represent modern makeup in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_fashion_makeup_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_fashion_makeup_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_fashion_makeup_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_fashion_makeup_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_fashion_makeup_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_fashion_makeup_modern_5.png
hidream,india,fashion,makeup,traditional,"Traditional makeup in India, photorealistic.",Change the image to represent traditional makeup in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_fashion_makeup_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_fashion_makeup_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_fashion_makeup_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_fashion_makeup_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_fashion_makeup_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_fashion_makeup_traditional_5.png
hidream,india,food,beverage,general,"Beverage in India, photorealistic.",Change the image to represent beverage in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_beverage_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_beverage_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_beverage_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_beverage_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_beverage_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_beverage_general_5.png
hidream,india,food,beverage,modern,"Modern beverage in India, photorealistic.",Change the image to represent modern beverage in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_beverage_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_beverage_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_beverage_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_beverage_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_beverage_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_beverage_modern_5.png
hidream,india,food,beverage,traditional,"Traditional beverage in India, photorealistic.",Change the image to represent traditional beverage in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_beverage_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_beverage_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_beverage_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_beverage_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_beverage_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_beverage_traditional_5.png
hidream,india,food,dessert,general,"Dessert in India, photorealistic.",Change the image to represent dessert in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_dessert_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_dessert_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_dessert_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_dessert_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_dessert_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_dessert_general_5.png
hidream,india,food,dessert,modern,"Modern dessert in India, photorealistic.",Change the image to represent modern dessert in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_dessert_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_dessert_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_dessert_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_dessert_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_dessert_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_dessert_modern_5.png
hidream,india,food,dessert,traditional,"Traditional dessert in India, photorealistic.",Change the image to represent traditional dessert in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_dessert_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_dessert_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_dessert_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_dessert_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_dessert_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_dessert_traditional_5.png
hidream,india,food,main_dish,general,"Main dish in India, photorealistic.",Change the image to represent main dish in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_main_dish_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_main_dish_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_main_dish_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_main_dish_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_main_dish_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_main_dish_general_5.png
hidream,india,food,main_dish,modern,"Modern main dish in India, photorealistic.",Change the image to represent modern main dish in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_main_dish_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_main_dish_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_main_dish_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_main_dish_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_main_dish_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_main_dish_modern_5.png
hidream,india,food,main_dish,traditional,"Traditional main dish in India, photorealistic.",Change the image to represent traditional main dish in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_main_dish_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_main_dish_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_main_dish_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_main_dish_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_main_dish_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_main_dish_traditional_5.png
hidream,india,food,snack,general,"Snack in India, photorealistic.",Change the image to represent snack in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_snack_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_snack_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_snack_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_snack_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_snack_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_snack_general_5.png
hidream,india,food,snack,modern,"Modern snack in India, photorealistic.",Change the image to represent modern snack in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_snack_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_snack_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_snack_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_snack_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_snack_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_snack_modern_5.png
hidream,india,food,snack,traditional,"Traditional snack in India, photorealistic.",Change the image to represent traditional snack in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_snack_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_snack_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_snack_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_snack_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_snack_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_snack_traditional_5.png
hidream,india,food,staple_food,general,"Staple food in India, photorealistic.",Change the image to represent staple food in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_staple_food_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_staple_food_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_staple_food_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_staple_food_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_staple_food_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_staple_food_general_5.png
hidream,india,food,staple_food,modern,"Modern staple food in India, photorealistic.",Change the image to represent modern staple food in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_staple_food_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_staple_food_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_staple_food_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_staple_food_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_staple_food_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_staple_food_modern_5.png
hidream,india,food,staple_food,traditional,"Traditional staple food in India, photorealistic.",Change the image to represent traditional staple food in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_food_staple_food_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_food_staple_food_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_food_staple_food_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_food_staple_food_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_food_staple_food_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_food_staple_food_traditional_5.png
hidream,india,landscape,city,general,"City landscape in India, photorealistic.",Change the image to represent city landscape in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_landscape_city_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_landscape_city_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_landscape_city_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_landscape_city_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_landscape_city_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_landscape_city_5.png
hidream,india,landscape,countryside,general,"Countryside landscape in India, photorealistic.",Change the image to represent countryside landscape in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_landscape_countryside_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_landscape_countryside_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_landscape_countryside_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_landscape_countryside_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_landscape_countryside_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_landscape_countryside_5.png
hidream,india,landscape,nature,general,"Nature landscape in India, photorealistic.",Change the image to represent nature landscape in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_landscape_nature_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_landscape_nature_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_landscape_nature_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_landscape_nature_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_landscape_nature_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_landscape_nature_5.png
hidream,india,people,athlete,,"An athlete in India, photorealistic.",Change the image to represent athlete in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_athlete.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_athlete_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_athlete_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_athlete_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_athlete_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_athlete_5.png
hidream,india,people,bride_and_groom,,"A bride and groom in India, photorealistic.",Change the image to represent bride and groom in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_bride_and_groom.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_bride_and_groom_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_bride_and_groom_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_bride_and_groom_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_bride_and_groom_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_bride_and_groom_5.png
hidream,india,people,celebrity,,"A celebrity in India, photorealistic.",Change the image to represent celebrity in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_celebrity.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_celebrity_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_celebrity_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_celebrity_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_celebrity_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_celebrity_5.png
hidream,india,people,chef,,"A chef in India, photorealistic.",Change the image to represent chef in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_chef.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_chef_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_chef_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_chef_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_chef_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_chef_5.png
hidream,india,people,daily_life,,"Daily Life in India, photorealistic.",Change the image to represent daily life in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_daily_life.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_daily_life_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_daily_life_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_daily_life_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_daily_life_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_daily_life_5.png
hidream,india,people,doctor,,"A doctor in India, photorealistic.",Change the image to represent doctor in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_doctor.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_doctor_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_doctor_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_doctor_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_doctor_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_doctor_5.png
hidream,india,people,farmer,,"A farmer in India, photorealistic.",Change the image to represent farmer in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_farmer.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_farmer_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_farmer_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_farmer_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_farmer_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_farmer_5.png
hidream,india,people,model,,"A model in India, photorealistic.",Change the image to represent model in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_model.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_model_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_model_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_model_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_model_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_model_5.png
hidream,india,people,president,,"A president in India, photorealistic.",Change the image to represent president in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_president.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_president_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_president_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_president_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_president_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_president_5.png
hidream,india,people,soldier,,"A soldier in India, photorealistic.",Change the image to represent soldier in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_soldier.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_soldier_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_soldier_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_soldier_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_soldier_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_soldier_5.png
hidream,india,people,student,,"A student in India, photorealistic.",Change the image to represent student in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_student.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_student_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_student_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_student_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_student_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_student_5.png
hidream,india,people,teacher,,"A teacher in India, photorealistic.",Change the image to represent teacher in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_people_teacher.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_people_teacher_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_people_teacher_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_people_teacher_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_people_teacher_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_people_teacher_5.png
hidream,india,wildlife,animal,common,"Common animal in India, photorealistic.",Change the image to represent common animal in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_wildlife_animal_common.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_wildlife_animal_common_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_wildlife_animal_common_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_wildlife_animal_common_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_wildlife_animal_common_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_wildlife_animal_common_5.png
hidream,india,wildlife,animal,general,"Animal in India, photorealistic.",Change the image to represent animal in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_wildlife_animal_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_wildlife_animal_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_wildlife_animal_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_wildlife_animal_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_wildlife_animal_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_wildlife_animal_general_5.png
hidream,india,wildlife,animal,national,"National animal in India, photorealistic.",Change the image to represent national animal in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_wildlife_animal_national.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_wildlife_animal_national_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_wildlife_animal_national_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_wildlife_animal_national_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_wildlife_animal_national_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_wildlife_animal_national_5.png
hidream,india,wildlife,plant,common,"Common plant in India, photorealistic.",Change the image to represent common animal in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_wildlife_plant_common.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_wildlife_plant_common_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_wildlife_plant_common_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_wildlife_plant_common_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_wildlife_plant_common_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_wildlife_plant_common_5.png
hidream,india,wildlife,plant,general,"Plant in India, photorealistic.",Change the image to represent animal in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_wildlife_plant_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_wildlife_plant_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_wildlife_plant_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_wildlife_plant_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_wildlife_plant_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_wildlife_plant_general_5.png
hidream,india,wildlife,plant,national,"National plant in India, photorealistic.",Change the image to represent national animal in India.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_india_wildlife_plant_national.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_india_wildlife_plant_national_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_india_wildlife_plant_national_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_india_wildlife_plant_national_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_india_wildlife_plant_national_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_india_wildlife_plant_national_5.png
hidream,kenya,architecture,house,general,"House in Kenya, photorealistic.",Change the image to represent house in Kenya.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_kenya_architecture_house_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_kenya_architecture_house_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_kenya_architecture_house_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_kenya_architecture_house_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_kenya_architecture_house_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_kenya_architecture_house_general_5.png
hidream,kenya,architecture,house,modern,"Modern house in Kenya, photorealistic.",Change the image to represent modern house in Kenya.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_kenya_architecture_house_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_kenya_architecture_house_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_kenya_architecture_house_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_kenya_architecture_house_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_kenya_architecture_house_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_kenya_architecture_house_modern_5.png
hidream,kenya,architecture,house,traditional,"Traditional house in Kenya, photorealistic.",Change the image to represent traditional house in Kenya.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_kenya_architecture_house_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_kenya_architecture_house_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_kenya_architecture_house_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_kenya_architecture_house_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_kenya_architecture_house_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_kenya_architecture_house_traditional_5.png
